,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
1075,Chronos Feasts on His Children,Unknown Mortal Orchestra,0.503,https://api.spotify.com/v1/audio-analysis/77iRifbhkJGvGBBRNykUwN,0.651,197040.0,0.465,77iRifbhkJGvGBBRNykUwN,0.0455,4.0,0.495,-7.538,1.0,0.0328,107.75,4.0,https://api.spotify.com/v1/tracks/77iRifbhkJGvGBBRNykUwN,audio_features,spotify:track:77iRifbhkJGvGBBRNykUwN,0.585
1076,Everyone Acts Crazy Nowadays,Unknown Mortal Orchestra,0.137,https://api.spotify.com/v1/audio-analysis/2LTlO3NuNVN70lp2ZbVswF,0.746,214827.0,0.798,2LTlO3NuNVN70lp2ZbVswF,0.0,0.0,0.139,-8.382,1.0,0.349,109.968,4.0,https://api.spotify.com/v1/tracks/2LTlO3NuNVN70lp2ZbVswF,audio_features,spotify:track:2LTlO3NuNVN70lp2ZbVswF,0.553
1077,Can’t Keep Checking My Phone,Unknown Mortal Orchestra,0.797,https://api.spotify.com/v1/audio-analysis/0gWvVB4bGvADocoPMEDy3K,0.313,152000.0,0.42,0gWvVB4bGvADocoPMEDy3K,2.35e-06,10.0,0.126,-9.806,1.0,0.0303,178.711,4.0,https://api.spotify.com/v1/tracks/0gWvVB4bGvADocoPMEDy3K,audio_features,spotify:track:0gWvVB4bGvADocoPMEDy3K,0.339
1078,Wuthering Heights,Kate Bush,0.345,https://api.spotify.com/v1/audio-analysis/6H94rhaNJ3yyzon6SBDgER,0.78,224027.0,0.831,6H94rhaNJ3yyzon6SBDgER,0.0219,6.0,0.126,-6.451,1.0,0.307,96.349,4.0,https://api.spotify.com/v1/tracks/6H94rhaNJ3yyzon6SBDgER,audio_features,spotify:track:6H94rhaNJ3yyzon6SBDgER,0.583
1079,Spiderhead,Cage The Elephant,0.0152,https://api.spotify.com/v1/audio-analysis/4Pwjz3DfvfQWV0rO2V8jyh,0.587,310720.0,0.698,4Pwjz3DfvfQWV0rO2V8jyh,0.0,1.0,0.442,-8.948,1.0,0.0943,133.954,4.0,https://api.spotify.com/v1/tracks/4Pwjz3DfvfQWV0rO2V8jyh,audio_features,spotify:track:4Pwjz3DfvfQWV0rO2V8jyh,0.0985
1080,Super Duper Rescue Heads !,Deerhoof,0.745,https://api.spotify.com/v1/audio-analysis/4zxDlZLUbc55n7hb1PGalJ,0.852,169693.0,0.254,4zxDlZLUbc55n7hb1PGalJ,2.48e-05,11.0,0.103,-15.375,0.0,0.0451,114.818,4.0,https://api.spotify.com/v1/tracks/4zxDlZLUbc55n7hb1PGalJ,audio_features,spotify:track:4zxDlZLUbc55n7hb1PGalJ,0.316
1081,The Battle Of Evermore,Led Zeppelin,0.0425,https://api.spotify.com/v1/audio-analysis/7BL20x1o7Xp13doge3OeRP,0.77,216720.0,0.615,7BL20x1o7Xp13doge3OeRP,0.0,6.0,0.169,-7.165,1.0,0.0294,120.891,4.0,https://api.spotify.com/v1/tracks/7BL20x1o7Xp13doge3OeRP,audio_features,spotify:track:7BL20x1o7Xp13doge3OeRP,0.961
1082,En el 2000,Natalia Lafourcade,0.0739,https://api.spotify.com/v1/audio-analysis/38tGRxFP5NkWbtOWsXbQ0L,0.486,208548.0,0.854,38tGRxFP5NkWbtOWsXbQ0L,1.07e-05,0.0,0.358,-4.859,1.0,0.0569,123.942,4.0,https://api.spotify.com/v1/tracks/38tGRxFP5NkWbtOWsXbQ0L,audio_features,spotify:track:38tGRxFP5NkWbtOWsXbQ0L,0.469
1083,Days of Wine and Roses,Andy Williams,0.0502,https://api.spotify.com/v1/audio-analysis/4oaS5RoNZ7GR5bOJQKBcCV,0.711,195918.0,0.897,4oaS5RoNZ7GR5bOJQKBcCV,0.000139,9.0,0.152,-8.615,1.0,0.0412,132.014,4.0,https://api.spotify.com/v1/tracks/4oaS5RoNZ7GR5bOJQKBcCV,audio_features,spotify:track:4oaS5RoNZ7GR5bOJQKBcCV,0.908
1084,Ghost Ship,Blur,0.0669,https://api.spotify.com/v1/audio-analysis/0MARvF1Etz34qm3BUTTbDE,0.341,230896.0,0.801,0MARvF1Etz34qm3BUTTbDE,0.0506,5.0,0.118,-7.391,1.0,0.0766,104.529,4.0,https://api.spotify.com/v1/tracks/0MARvF1Etz34qm3BUTTbDE,audio_features,spotify:track:0MARvF1Etz34qm3BUTTbDE,0.284
1085,LUST.,Kendrick Lamar,0.117,https://api.spotify.com/v1/audio-analysis/0b9oOr2ZgvyQu88wzixux9,0.854,225773.0,0.463,0b9oOr2ZgvyQu88wzixux9,0.0,5.0,0.354,-6.159,1.0,0.137,120.024,4.0,https://api.spotify.com/v1/tracks/0b9oOr2ZgvyQu88wzixux9,audio_features,spotify:track:0b9oOr2ZgvyQu88wzixux9,0.549
1086,Name For You,The Shins,0.543,https://api.spotify.com/v1/audio-analysis/2DgMxFMUQRPthW4ROhjen1,0.718,274274.0,0.628,2DgMxFMUQRPthW4ROhjen1,0.0,10.0,0.116,-6.007,0.0,0.223,92.107,4.0,https://api.spotify.com/v1/tracks/2DgMxFMUQRPthW4ROhjen1,audio_features,spotify:track:2DgMxFMUQRPthW4ROhjen1,0.722
1087,Gotta Get Away,Vista Kicks,0.000874,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,0.563,229670.0,0.717,51rXHuKN8Loc4sUlKPODgH,0.0,1.0,0.183,-5.186,1.0,0.337,82.064,4.0,https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH,audio_features,spotify:track:51rXHuKN8Loc4sUlKPODgH,0.427
1088,Suddenly,Drugdealer,0.916,https://api.spotify.com/v1/audio-analysis/0QUiguzo0mWdlBk6Nvujic,0.662,262533.0,0.207,0QUiguzo0mWdlBk6Nvujic,0.0698,2.0,0.101,-16.176,1.0,0.0427,95.466,4.0,https://api.spotify.com/v1/tracks/0QUiguzo0mWdlBk6Nvujic,audio_features,spotify:track:0QUiguzo0mWdlBk6Nvujic,0.496
1089,FEEL.,Kendrick Lamar,0.218,https://api.spotify.com/v1/audio-analysis/6MU3ZTQNkV9mUcTSHgoxjr,0.382,243461.0,0.57,6MU3ZTQNkV9mUcTSHgoxjr,0.194,6.0,0.316,-5.261,0.0,0.044,100.754,3.0,https://api.spotify.com/v1/tracks/6MU3ZTQNkV9mUcTSHgoxjr,audio_features,spotify:track:6MU3ZTQNkV9mUcTSHgoxjr,0.188
1090,The Crystal Ship,The Doors,0.0129,https://api.spotify.com/v1/audio-analysis/6PNvv1dmDbOWrAYwEcuKBX,0.595,341533.0,0.804,6PNvv1dmDbOWrAYwEcuKBX,1.97e-05,7.0,0.299,-7.911,0.0,0.0326,89.846,4.0,https://api.spotify.com/v1/tracks/6PNvv1dmDbOWrAYwEcuKBX,audio_features,spotify:track:6PNvv1dmDbOWrAYwEcuKBX,0.586
1091,Remember His Name,Jurassic 5,0.358,https://api.spotify.com/v1/audio-analysis/7h9Bx7Y0NuP71mMI4FLqlA,0.453,199406.0,0.848,7h9Bx7Y0NuP71mMI4FLqlA,0.774,4.0,0.147,-10.348,1.0,0.0362,132.2,4.0,https://api.spotify.com/v1/tracks/7h9Bx7Y0NuP71mMI4FLqlA,audio_features,spotify:track:7h9Bx7Y0NuP71mMI4FLqlA,0.793
1092,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,0.211,https://api.spotify.com/v1/audio-analysis/4MPTj8lMMvxLwT3EwuXFop,0.449,228373.0,0.599,4MPTj8lMMvxLwT3EwuXFop,0.0,1.0,0.327,-4.892,1.0,0.0369,134.144,3.0,https://api.spotify.com/v1/tracks/4MPTj8lMMvxLwT3EwuXFop,audio_features,spotify:track:4MPTj8lMMvxLwT3EwuXFop,0.165
1093,Joanna,Kim Larsen,0.646,https://api.spotify.com/v1/audio-analysis/4EpZ4eYuZOwPSSwyqpdHnJ,0.384,252231.0,0.765,4EpZ4eYuZOwPSSwyqpdHnJ,0.00352,6.0,0.522,-4.463,1.0,0.0579,129.903,4.0,https://api.spotify.com/v1/tracks/4EpZ4eYuZOwPSSwyqpdHnJ,audio_features,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,0.567
1094,Don't You Evah,Spoon,0.159,https://api.spotify.com/v1/audio-analysis/7mqC9tYcwAIQoDYHrjXFYe,0.396,236000.0,0.531,7mqC9tYcwAIQoDYHrjXFYe,1.61e-06,1.0,0.137,-5.876,1.0,0.199,83.124,3.0,https://api.spotify.com/v1/tracks/7mqC9tYcwAIQoDYHrjXFYe,audio_features,spotify:track:7mqC9tYcwAIQoDYHrjXFYe,0.293
1095,Old Guitar,BUNT.,0.382,https://api.spotify.com/v1/audio-analysis/599PccF9Zi8Mvc39ZLdhqr,0.843,267306.0,0.171,599PccF9Zi8Mvc39ZLdhqr,0.16,4.0,0.358,-10.816,0.0,0.0696,88.003,4.0,https://api.spotify.com/v1/tracks/599PccF9Zi8Mvc39ZLdhqr,audio_features,spotify:track:599PccF9Zi8Mvc39ZLdhqr,0.303
1096,Upside Down,Oliver Tree,0.0305,https://api.spotify.com/v1/audio-analysis/31c86U35gJEV813lIaQzZe,0.763,205595.0,0.385,31c86U35gJEV813lIaQzZe,0.0805,10.0,0.13,-8.215,0.0,0.0429,76.985,4.0,https://api.spotify.com/v1/tracks/31c86U35gJEV813lIaQzZe,audio_features,spotify:track:31c86U35gJEV813lIaQzZe,0.304
1097,Leonard's Lake,Lil Ugly Mane,0.304,https://api.spotify.com/v1/audio-analysis/1gmarFWgSwb4SWlmqDjWka,0.734,207455.0,0.657,1gmarFWgSwb4SWlmqDjWka,0.000785,4.0,0.247,-6.625,0.0,0.128,79.533,4.0,https://api.spotify.com/v1/tracks/1gmarFWgSwb4SWlmqDjWka,audio_features,spotify:track:1gmarFWgSwb4SWlmqDjWka,0.814
1098,This Is America,Childish Gambino,0.122,https://api.spotify.com/v1/audio-analysis/7yQpHgbDPweCZhTD5ZtXES,0.537,255040.0,0.791,7yQpHgbDPweCZhTD5ZtXES,3.03e-05,6.0,0.205,-7.051,1.0,0.145,142.354,4.0,https://api.spotify.com/v1/tracks/7yQpHgbDPweCZhTD5ZtXES,audio_features,spotify:track:7yQpHgbDPweCZhTD5ZtXES,0.889
1099,SWEET,BROCKHAMPTON,0.761,https://api.spotify.com/v1/audio-analysis/4lRrk574qIHpoEEKC1zuam,0.626,291400.0,0.441,4lRrk574qIHpoEEKC1zuam,0.0138,9.0,0.0685,-10.637,0.0,0.0308,78.094,4.0,https://api.spotify.com/v1/tracks/4lRrk574qIHpoEEKC1zuam,audio_features,spotify:track:4lRrk574qIHpoEEKC1zuam,0.563
1100,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.607,https://api.spotify.com/v1/audio-analysis/4KDVWd4zUHrfJHyuOuvLJP,0.494,191904.0,0.406,4KDVWd4zUHrfJHyuOuvLJP,0.53,11.0,0.122,-10.725,0.0,0.0416,81.067,4.0,https://api.spotify.com/v1/tracks/4KDVWd4zUHrfJHyuOuvLJP,audio_features,spotify:track:4KDVWd4zUHrfJHyuOuvLJP,0.219
1101,You Already Know,Bombay Bicycle Club,0.758,https://api.spotify.com/v1/audio-analysis/26AhgCPP2OKAnF4AyBf2Kg,0.393,318379.0,0.481,26AhgCPP2OKAnF4AyBf2Kg,0.73,1.0,0.0869,-10.462,1.0,0.0273,98.462,4.0,https://api.spotify.com/v1/tracks/26AhgCPP2OKAnF4AyBf2Kg,audio_features,spotify:track:26AhgCPP2OKAnF4AyBf2Kg,0.0763
1102,Gimme All Your Love,Alabama Shakes,0.000258,https://api.spotify.com/v1/audio-analysis/0f8MA1n2bvsg7eGvYZ4lhx,0.326,241320.0,0.948,0f8MA1n2bvsg7eGvYZ4lhx,0.0,1.0,0.367,-4.315,0.0,0.0606,166.388,4.0,https://api.spotify.com/v1/tracks/0f8MA1n2bvsg7eGvYZ4lhx,audio_features,spotify:track:0f8MA1n2bvsg7eGvYZ4lhx,0.358
1103,Criminal,Fiona Apple,0.262,https://api.spotify.com/v1/audio-analysis/6V0A3jkb9ntudO0kmcJ1xd,0.657,184053.0,0.817,6V0A3jkb9ntudO0kmcJ1xd,0.00674,0.0,0.248,-4.415,1.0,0.0554,107.995,4.0,https://api.spotify.com/v1/tracks/6V0A3jkb9ntudO0kmcJ1xd,audio_features,spotify:track:6V0A3jkb9ntudO0kmcJ1xd,0.651
1104,Thinning,Snail Mail,0.144,https://api.spotify.com/v1/audio-analysis/5fGWdNGGnvKrrHL6U7c1Vp,0.632,197933.0,0.807,5fGWdNGGnvKrrHL6U7c1Vp,0.0211,0.0,0.125,-5.893,1.0,0.126,160.174,4.0,https://api.spotify.com/v1/tracks/5fGWdNGGnvKrrHL6U7c1Vp,audio_features,spotify:track:5fGWdNGGnvKrrHL6U7c1Vp,0.784
1105,Call Out My Name,The Weeknd,0.32,https://api.spotify.com/v1/audio-analysis/0yhtHv2XQw0sTlClTOdABp,0.468,150331.0,0.782,0yhtHv2XQw0sTlClTOdABp,6.05e-06,11.0,0.193,-7.691,1.0,0.0368,200.634,4.0,https://api.spotify.com/v1/tracks/0yhtHv2XQw0sTlClTOdABp,audio_features,spotify:track:0yhtHv2XQw0sTlClTOdABp,0.909
1106,Sunflower,Rex Orange County,0.0954,https://api.spotify.com/v1/audio-analysis/6Bg7MznA9X0dIhlAsLyBYj,0.572,271387.0,0.543,6Bg7MznA9X0dIhlAsLyBYj,0.0,7.0,0.329,-4.251,0.0,0.0287,83.364,4.0,https://api.spotify.com/v1/tracks/6Bg7MznA9X0dIhlAsLyBYj,audio_features,spotify:track:6Bg7MznA9X0dIhlAsLyBYj,0.329
1107,Wait On Me,Gemaine,0.309,https://api.spotify.com/v1/audio-analysis/7GqIDx2QVGOpd4r1fZaUUW,0.604,289800.0,0.905,7GqIDx2QVGOpd4r1fZaUUW,0.0632,4.0,0.0837,-7.059,0.0,0.0578,147.448,4.0,https://api.spotify.com/v1/tracks/7GqIDx2QVGOpd4r1fZaUUW,audio_features,spotify:track:7GqIDx2QVGOpd4r1fZaUUW,0.723
1108,Livid,ELIZA,0.125,https://api.spotify.com/v1/audio-analysis/7k0UY4Kabh7SUHXowyfKj7,0.641,182067.0,0.697,7k0UY4Kabh7SUHXowyfKj7,0.00761,3.0,0.0993,-9.272,1.0,0.0513,125.0,4.0,https://api.spotify.com/v1/tracks/7k0UY4Kabh7SUHXowyfKj7,audio_features,spotify:track:7k0UY4Kabh7SUHXowyfKj7,0.781
1109,Lonely (feat. Lorine Chia),Jamila Woods,0.00455,https://api.spotify.com/v1/audio-analysis/0tOCULBiOd2RcRSM2kJNhr,0.398,256773.0,0.686,0tOCULBiOd2RcRSM2kJNhr,0.0234,9.0,0.301,-12.142,0.0,0.0418,158.32,4.0,https://api.spotify.com/v1/tracks/0tOCULBiOd2RcRSM2kJNhr,audio_features,spotify:track:0tOCULBiOd2RcRSM2kJNhr,0.694
1110,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,0.0894,https://api.spotify.com/v1/audio-analysis/6suCI1pLqqvVVLLvLzjoKc,0.679,235800.0,0.601,6suCI1pLqqvVVLLvLzjoKc,0.0,7.0,0.0617,-11.758,1.0,0.0313,114.388,4.0,https://api.spotify.com/v1/tracks/6suCI1pLqqvVVLLvLzjoKc,audio_features,spotify:track:6suCI1pLqqvVVLLvLzjoKc,0.668
1111,They Say I'm Different,Betty Davis,0.259,https://api.spotify.com/v1/audio-analysis/4Z9npQ93MrnIkRcTBKwSa3,0.753,91465.0,0.704,4Z9npQ93MrnIkRcTBKwSa3,0.143,5.0,0.103,-5.562,1.0,0.0843,93.951,4.0,https://api.spotify.com/v1/tracks/4Z9npQ93MrnIkRcTBKwSa3,audio_features,spotify:track:4Z9npQ93MrnIkRcTBKwSa3,0.8
1112,At Your Best (You Are Love),Aaliyah,0.713,https://api.spotify.com/v1/audio-analysis/6JvfBzqZmSiEG5MjM7OcSY,0.637,208000.0,0.503,6JvfBzqZmSiEG5MjM7OcSY,0.000113,1.0,0.109,-6.927,1.0,0.336,81.061,4.0,https://api.spotify.com/v1/tracks/6JvfBzqZmSiEG5MjM7OcSY,audio_features,spotify:track:6JvfBzqZmSiEG5MjM7OcSY,0.661
1113,Plants,Crumb,0.91,https://api.spotify.com/v1/audio-analysis/15zuCh7oumB3fgEtq5k7Ug,0.565,206027.0,0.306,15zuCh7oumB3fgEtq5k7Ug,0.101,2.0,0.312,-6.797,1.0,0.0273,77.181,4.0,https://api.spotify.com/v1/tracks/15zuCh7oumB3fgEtq5k7Ug,audio_features,spotify:track:15zuCh7oumB3fgEtq5k7Ug,0.247
1114,Locket,Crumb,0.249,https://api.spotify.com/v1/audio-analysis/32B553nO6vSlCO27DVmZPh,0.775,180360.0,0.512,32B553nO6vSlCO27DVmZPh,0.00124,10.0,0.0506,-11.719,0.0,0.048,119.403,4.0,https://api.spotify.com/v1/tracks/32B553nO6vSlCO27DVmZPh,audio_features,spotify:track:32B553nO6vSlCO27DVmZPh,0.704
1115,In One Ear,Cage The Elephant,0.0356,https://api.spotify.com/v1/audio-analysis/29DigWbnQ9tU3LzSHHGTka,0.761,224907.0,0.623,29DigWbnQ9tU3LzSHHGTka,0.00422,11.0,0.0655,-9.261,0.0,0.0449,126.957,4.0,https://api.spotify.com/v1/tracks/29DigWbnQ9tU3LzSHHGTka,audio_features,spotify:track:29DigWbnQ9tU3LzSHHGTka,0.557
1116,Figure It Out,Royal Blood,0.00878,https://api.spotify.com/v1/audio-analysis/36PQh1G6h7n9VWB799fXpI,0.596,260387.0,0.894,36PQh1G6h7n9VWB799fXpI,0.00659,0.0,0.104,-5.407,1.0,0.0265,132.994,5.0,https://api.spotify.com/v1/tracks/36PQh1G6h7n9VWB799fXpI,audio_features,spotify:track:36PQh1G6h7n9VWB799fXpI,0.572
1117,Humility (feat. George Benson),Gorillaz,0.549,https://api.spotify.com/v1/audio-analysis/6AOiHpFFwVY52p3EaA7eHl,0.71,333499.0,0.317,6AOiHpFFwVY52p3EaA7eHl,0.00289,0.0,0.43,-12.351,1.0,0.0335,104.016,4.0,https://api.spotify.com/v1/tracks/6AOiHpFFwVY52p3EaA7eHl,audio_features,spotify:track:6AOiHpFFwVY52p3EaA7eHl,0.408
1118,Date Night,Father John Misty,0.0199,https://api.spotify.com/v1/audio-analysis/6kGiuNbo0qabx8B5RNcgjx,0.589,249040.0,0.619,6kGiuNbo0qabx8B5RNcgjx,0.101,0.0,0.35,-7.564,0.0,0.0427,119.956,4.0,https://api.spotify.com/v1/tracks/6kGiuNbo0qabx8B5RNcgjx,audio_features,spotify:track:6kGiuNbo0qabx8B5RNcgjx,0.316
1119,Ghost Town,Kanye West,0.00772,https://api.spotify.com/v1/audio-analysis/1FvKmY6ZfUKUtcBXMlb1w8,0.278,582280.0,0.643,1FvKmY6ZfUKUtcBXMlb1w8,0.00154,11.0,0.0766,-10.752,0.0,0.0599,143.439,4.0,https://api.spotify.com/v1/tracks/1FvKmY6ZfUKUtcBXMlb1w8,audio_features,spotify:track:1FvKmY6ZfUKUtcBXMlb1w8,0.296
1120,25 Or 6 To 4 - Remastered,Chicago,0.0918,https://api.spotify.com/v1/audio-analysis/70Tf2nUzVd9UfyJHwM5lic,0.525,321920.0,0.603,70Tf2nUzVd9UfyJHwM5lic,0.206,5.0,0.129,-7.954,0.0,0.188,92.032,4.0,https://api.spotify.com/v1/tracks/70Tf2nUzVd9UfyJHwM5lic,audio_features,spotify:track:70Tf2nUzVd9UfyJHwM5lic,0.691
1121,Make Me Smile,Chicago,0.202,https://api.spotify.com/v1/audio-analysis/46BHhMaj1o2bwvQ0f5q5rs,0.564,199091.0,0.469,46BHhMaj1o2bwvQ0f5q5rs,0.0,6.0,0.0957,-9.261,0.0,0.0359,176.067,4.0,https://api.spotify.com/v1/tracks/46BHhMaj1o2bwvQ0f5q5rs,audio_features,spotify:track:46BHhMaj1o2bwvQ0f5q5rs,0.542
1122,Feelin' Stronger Every Day,Chicago,0.36,https://api.spotify.com/v1/audio-analysis/7juWokpKqFt57JdVL5IvNp,0.509,272067.0,0.375,7juWokpKqFt57JdVL5IvNp,0.0278,9.0,0.319,-12.751,0.0,0.0327,202.093,4.0,https://api.spotify.com/v1/tracks/7juWokpKqFt57JdVL5IvNp,audio_features,spotify:track:7juWokpKqFt57JdVL5IvNp,0.263
1123,Saturday In The Park,Chicago,0.0287,https://api.spotify.com/v1/audio-analysis/7GcW6BIxfv8JHxFxslJghx,0.42,221426.0,0.92,7GcW6BIxfv8JHxFxslJghx,0.0535,4.0,0.307,-4.511,0.0,0.0573,146.986,4.0,https://api.spotify.com/v1/tracks/7GcW6BIxfv8JHxFxslJghx,audio_features,spotify:track:7GcW6BIxfv8JHxFxslJghx,0.412
1124,Looks,Steve Lacy,0.00154,https://api.spotify.com/v1/audio-analysis/4G9aoDV0KAsAYqTEKY53BF,0.505,360213.0,0.62,4G9aoDV0KAsAYqTEKY53BF,0.281,11.0,0.093,-8.635,1.0,0.0268,149.965,4.0,https://api.spotify.com/v1/tracks/4G9aoDV0KAsAYqTEKY53BF,audio_features,spotify:track:4G9aoDV0KAsAYqTEKY53BF,0.255
1125,Diddy Bop (feat. Cam O'bi & Raury),Noname,0.767,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,0.816,176333.0,0.514,4fQMGlCawbTkH9yPPZ49kP,0.949,10.0,0.0899,-8.741,1.0,0.0339,136.837,4.0,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,audio_features,spotify:track:4fQMGlCawbTkH9yPPZ49kP,0.912
1126,Polly,Whitney,0.862,https://api.spotify.com/v1/audio-analysis/0ejItdiLtZCqlZC4IOvZ0x,0.362,363613.0,0.18,0ejItdiLtZCqlZC4IOvZ0x,0.0215,0.0,0.239,-12.787,1.0,0.0375,132.272,4.0,https://api.spotify.com/v1/tracks/0ejItdiLtZCqlZC4IOvZ0x,audio_features,spotify:track:0ejItdiLtZCqlZC4IOvZ0x,0.358
1127,Holly Oak,Geggy Tah,0.12,https://api.spotify.com/v1/audio-analysis/78eSeO2ExsR4sLUHtdBCFm,0.75,157160.0,0.444,78eSeO2ExsR4sLUHtdBCFm,3.69e-06,4.0,0.118,-8.63,1.0,0.0403,111.919,4.0,https://api.spotify.com/v1/tracks/78eSeO2ExsR4sLUHtdBCFm,audio_features,spotify:track:78eSeO2ExsR4sLUHtdBCFm,0.849
1128,Thinking Bout You,Flo Morrissey and Matthew E. White,0.323,https://api.spotify.com/v1/audio-analysis/5LXywJbB31ICckd1BVRVww,0.762,185200.0,0.512,5LXywJbB31ICckd1BVRVww,0.0,7.0,0.0919,-11.003,1.0,0.0506,110.587,4.0,https://api.spotify.com/v1/tracks/5LXywJbB31ICckd1BVRVww,audio_features,spotify:track:5LXywJbB31ICckd1BVRVww,0.77
1129,Darling,Real Estate,0.684,https://api.spotify.com/v1/audio-analysis/3zBhihYUHBmGd2bcQIobrF,0.769,163756.0,0.367,3zBhihYUHBmGd2bcQIobrF,1.62e-05,2.0,0.081,-11.226,1.0,0.0312,103.621,4.0,https://api.spotify.com/v1/tracks/3zBhihYUHBmGd2bcQIobrF,audio_features,spotify:track:3zBhihYUHBmGd2bcQIobrF,0.535
1130,Drawn,De La Soul,0.0319,https://api.spotify.com/v1/audio-analysis/46CA1H0T1r7u5lDUtVveAh,0.233,401573.0,0.705,46CA1H0T1r7u5lDUtVveAh,6.52e-05,5.0,0.185,-6.928,1.0,0.0928,74.102,4.0,https://api.spotify.com/v1/tracks/46CA1H0T1r7u5lDUtVveAh,audio_features,spotify:track:46CA1H0T1r7u5lDUtVveAh,0.352
1131,Nervous,The Neighbourhood,0.938,https://api.spotify.com/v1/audio-analysis/2bNqIOzKK69NcBpUIREhiv,0.557,175093.0,0.37,2bNqIOzKK69NcBpUIREhiv,0.0467,7.0,0.16,-9.864,0.0,0.0296,121.334,4.0,https://api.spotify.com/v1/tracks/2bNqIOzKK69NcBpUIREhiv,audio_features,spotify:track:2bNqIOzKK69NcBpUIREhiv,0.422
1132,Megalomania - Remastered Version,Black Sabbath,0.256,https://api.spotify.com/v1/audio-analysis/4y4KG66qCAN2TTevOAEjHy,0.351,253387.0,0.622,4y4KG66qCAN2TTevOAEjHy,3.44e-05,8.0,0.613,-6.495,0.0,0.235,83.375,4.0,https://api.spotify.com/v1/tracks/4y4KG66qCAN2TTevOAEjHy,audio_features,spotify:track:4y4KG66qCAN2TTevOAEjHy,0.457
1133,Come Over,The Internet,0.442,https://api.spotify.com/v1/audio-analysis/5itoQvc6CnZAFGMe5mgG29,0.46,343280.0,0.76,5itoQvc6CnZAFGMe5mgG29,0.0011,0.0,0.243,-6.734,1.0,0.367,133.646,4.0,https://api.spotify.com/v1/tracks/5itoQvc6CnZAFGMe5mgG29,audio_features,spotify:track:5itoQvc6CnZAFGMe5mgG29,0.439
1134,Honey,Fashion Jackson,0.0881,https://api.spotify.com/v1/audio-analysis/22vU1n5k6pOuY6VOnQo3oz,0.755,217500.0,0.527,22vU1n5k6pOuY6VOnQo3oz,0.00653,5.0,0.202,-14.475,1.0,0.0656,107.729,4.0,https://api.spotify.com/v1/tracks/22vU1n5k6pOuY6VOnQo3oz,audio_features,spotify:track:22vU1n5k6pOuY6VOnQo3oz,0.362
1135,Pattern Repeating,Elliot Moss,0.0055,https://api.spotify.com/v1/audio-analysis/2CVWc2gNM8YCTMdFXJI8Wg,0.682,268261.0,0.948,2CVWc2gNM8YCTMdFXJI8Wg,0.0542,6.0,0.302,-4.105,0.0,0.0514,137.999,4.0,https://api.spotify.com/v1/tracks/2CVWc2gNM8YCTMdFXJI8Wg,audio_features,spotify:track:2CVWc2gNM8YCTMdFXJI8Wg,0.725
1136,Compromise,Joywave,0.378,https://api.spotify.com/v1/audio-analysis/6rFHmnI9Vd2zUasDXuw59j,0.809,182227.0,0.882,6rFHmnI9Vd2zUasDXuw59j,0.0,3.0,0.0759,-3.544,1.0,0.0356,126.046,4.0,https://api.spotify.com/v1/tracks/6rFHmnI9Vd2zUasDXuw59j,audio_features,spotify:track:6rFHmnI9Vd2zUasDXuw59j,0.969
1137,I Know How To Speak,Manchester Orchestra,0.0112,https://api.spotify.com/v1/audio-analysis/0oCxOMlKbe1ALgX2cU4iRU,0.702,144512.0,0.935,0oCxOMlKbe1ALgX2cU4iRU,0.509,8.0,0.315,-4.135,1.0,0.054,122.957,4.0,https://api.spotify.com/v1/tracks/0oCxOMlKbe1ALgX2cU4iRU,audio_features,spotify:track:0oCxOMlKbe1ALgX2cU4iRU,0.633
1138,Green Onions,Booker T. & the M.G.'s,0.729,https://api.spotify.com/v1/audio-analysis/3HEn14GqygLCNfroOnYiZb,0.778,217013.0,0.465,3HEn14GqygLCNfroOnYiZb,0.000557,4.0,0.107,-7.662,1.0,0.318,120.172,4.0,https://api.spotify.com/v1/tracks/3HEn14GqygLCNfroOnYiZb,audio_features,spotify:track:3HEn14GqygLCNfroOnYiZb,0.386
1139,Spiritual Trilogy: Oh Freedom / Come No Go with Me / I'm Not My Way,Odetta,0.648,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,0.6,225133.0,0.535,0CZ8lquoTX2Dkg7Ak2inwA,4.7e-06,4.0,0.162,-7.043,1.0,0.107,71.912,4.0,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA,audio_features,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,0.269
